15680,13360,1602
15664,13296,1604
15648,13328,1604
15760,13344,1604
15696,13328,1599
15760,13312,1598
15664,13360,1598
15648,13296,1601
15776,13312,1601
15744,13344,1601
15728,13280,1600
15632,13328,1600
15776,13280,1595
15680,13328,1595
15648,13360,1595
15744,13312,1594
15648,13296,1597
15728,13344,1597
15712,13280,1596
15616,13328,1596
15760,13280,1591
15632,13360,1591
15616,13296,1590
15728,13312,1590
15696,13360,1590
15632,13296,1593
15712,13360,1593
15696,13296,1592
15664,13328,1592
15776,13344,1592
15728,13344,1490
15696,13376,1490
15680,13312,1489
15760,13376,1489
15696,13312,1492
15664,13344,1492
15776,13360,1492
15760,13296,1491
15632,13392,1491
15776,13328,1486
15680,13376,1486
15664,13312,1485
15744,13376,1485
15648,13344,1488
15744,13296,1487
15712,13344,1487
15760,13328,1482
15664,13392,1482
15648,13312,1481
15728,13376,1481
15728,13312,1484
15632,13360,1484
15696,13344,1483
15632,13328,1478
15744,13344,1478
15712,13376,1478
15712,13312,1480
15776,13296,1479
15680,13344,1479
15648,13392,1479
15728,13328,1506
15696,13376,1506
15680,13312,1505
15696,13312,1508
15664,13344,1508
15776,13360,1508
15760,13296,1507
15632,13392,1507
15680,13376,1502
15664,13312,1501
15776,13328,1501
15744,13376,1501
15648,13344,1504
15760,13360,1504
15744,13296,1503
15712,13344,1503
15760,13328,1498
15664,13376,1498
15648,13312,1497
15728,13376,1497
15728,13296,1500
15632,13344,1500
15696,13344,1499
15632,13312,1494
15744,13328,1494
15712,13376,1493
15712,13312,1496
15776,13296,1495
15680,13344,1495
15648,13392,1495
15728,13328,1522
15696,13376,1522
15792,13328,1521
15680,13296,1524
15776,13360,1524
15744,13296,1523
15664,13344,1523
15680,13376,1518
15648,13312,1517
15776,13328,1517
15744,13360,1517
15664,13312,1520
15648,13344,1520
15760,13360,1520
15728,13296,1519
15712,13328,1519
15792,13296,1514
15760,13328,1514
15664,13376,1514
15632,13312,1513
15728,13376,1513
15712,13296,1516
15696,13344,1515
15744,13328,1510
15712,13376,1509
15696,13296,1512
15776,13296,1511
15680,13344,1511
15648,13376,1511
15712,13328,1538
15776,13312,1537
15696,13376,1537
15680,13296,1540
15776,13360,1540
15744,13296,1539
15648,13344,1539
15696,13328,1534
15680,13376,1534
15648,13312,1533
15760,13328,1533
15744,13360,1533
15664,13296,1536
15632,13344,1536
15760,13360,1536
15728,13296,1535
15776,13280,1530
15744,13328,1530
15664,13376,1530
15632,13312,1529
15728,13360,1529
15712,13296,1531
15680,13328,1531
15744,13328,1526
15648,13376,1526
15712,13376,1525
15696,13296,1528
15792,13360,1528
15760,13296,1527
15664,13344,1527
15696,13296,1683
15680,13344,1686
15664,13280,1685
15712,13264,1680
15680,13312,1679
15648,13344,1679
15664,13344,1682
15648,13280,1681
15696,13264,1676
15664,13312,1676
15632,13344,1675
15712,13344,1677
15648,13312,1672
15712,13296,1671
15616,13360,1671
15696,13344,1674
15680,13280,1673
15680,13328,1440
15680,13344,1702
15680,13296,1695
15664,13344,1698
15664,13312,1691
15648,13344,1694
15712,13328,1693
15680,13264,1688
15648,13312,1688
15712,13296,1687
15696,13344,1690
15696,13376,1457
15680,13312,1456
15664,13360,1460
15760,13312,1459
15728,13344,1459
15680,13392,1453
15664,13328,1452
15744,13312,1455
15712,13344,1454
15728,13312,1451
15696,13344,1450
15696,13312,1444
15712,13312,1447
15680,13360,1447
15696,13376,1474
15680,13312,1473
15760,13376,1473
15696,13312,1476
15664,13344,1476
15760,13296,1475
15728,13344,1475
15680,13376,1470
15664,13312,1469
15744,13376,1469
15744,13312,1472
15648,13360,1472
15712,13344,1471
15760,13344,1466
15648,13328,1465
15728,13376,1465
15728,13312,1468
15696,13344,1467
15664,13392,1467
15744,13344,1462
15712,13376,1462
15696,13312,1461
15712,13312,1464
15680,13344,1464
15728,13280,1619
15616,13360,1619
15696,13312,1618
15680,13360,1618
15600,13296,1621
15696,13344,1621
15664,13280,1620
15632,13328,1620
15760,13344,1620
15712,13280,1615
15696,13312,1615
15760,13312,1614
15664,13360,1614
15648,13296,1617
15776,13312,1617
15744,13344,1617
15616,13328,1616
15760,13280,1611
15680,13328,1611
15744,13312,1610
15648,13360,1610
15632,13296,1613
15728,13344,1613
15696,13280,1612
15600,13328,1612
15744,13280,1607
15664,13328,1607
15632,13360,1607
15600,13296,1606
15728,13312,1606
15696,13360,1606
15616,13296,1609
15712,13344,1609
15680,13280,1608
15776,13344,1608
15728,13280,1635
15632,13328,1635
15600,13360,1635
15696,13312,1634
15664,13344,1634
15600,13296,1637
15680,13344,1637
15664,13280,1636
15744,13344,1636
15712,13280,1631
15680,13312,1631
15648,13360,1630
15760,13296,1633
15648,13280,1632
15616,13328,1632
15744,13344,1632
15664,13312,1627
15760,13264,1626
15728,13312,1626
15648,13360,1626
15632,13296,1629
15744,13312,1629
15728,13344,1629
15696,13280,1628
15600,13328,1628
15744,13280,1623
15648,13328,1623
15632,13360,1623
15712,13312,1622
15616,13296,1625
15712,13344,1625
15680,13280,1624
15776,13344,1624
15728,13264,1652
15632,13312,1652
15600,13360,1652
15696,13312,1650
15680,13344,1654
15664,13280,1653
15744,13344,1653
15712,13280,1647
15680,13312,1646
15648,13360,1646
15664,13344,1649
15648,13280,1648
15616,13328,1648
15728,13344,1648
15696,13280,1643
15664,13312,1643
15728,13312,1642
15632,13360,1642
15632,13280,1645
15744,13296,1645
15712,13344,1645
15600,13328,1644
15744,13264,1639
15648,13312,1639
15712,13312,1638
15616,13360,1638
15616,13296,1641
15696,13344,1641
15680,13280,1640
15760,13328,1640
15632,13312,1668
15696,13312,1667
15680,13344,1670
15664,13280,1669
15744,13328,1669
15712,13264,1664
15680,13312,1663
15648,13344,1663
15664,13344,1666
15648,13280,1665
15616,13312,1665
15728,13344,1665
15696,13280,1660
15664,13312,1660
15632,13360,1659
15632,13280,1662
15744,13296,1662
15712,13344,1661
15648,13312,1656
15744,13264,1655
15712,13312,1655
15616,13360,1655
15616,13280,1658
15728,13296,1658
15696,13344,1658
15680,13280,1657
15712,13328,1554
15776,13312,1553
15680,13360,1553
15680,13296,1556
15760,13360,1556
15744,13280,1555
15648,13344,1555
15696,13328,1550
15664,13376,1550
15760,13328,1549
15664,13296,1552
15744,13360,1552
15728,13296,1551
15632,13344,1551
15776,13280,1546
15648,13376,1546
15632,13312,1545
15744,13328,1545
15712,13360,1545
15648,13296,1548
15728,13360,1548
15712,13296,1547
15680,13328,1547
15760,13280,1542
15728,13328,1542
15632,13376,1542
15712,13360,1541
15696,13296,1544
15792,13360,1544
15664,13344,1543
15744,13280,1570
15712,13328,1570
15776,13312,1569
15680,13360,1569
15680,13296,1572
15760,13344,1572
15648,13328,1571
15696,13328,1566
15760,13312,1565
15664,13360,1565
15664,13296,1568
15744,13360,1568
15728,13280,1567
15632,13344,1567
15776,13280,1562
15680,13328,1562
15648,13376,1562
15632,13296,1561
15744,13328,1561
15712,13360,1561
15648,13296,1564
15728,13360,1564
15712,13296,1563
